"Timestamp (S)","Arc Main Current (A)","Arc Main Voltage (V)","Arc Main Energy (J)"
"7.1165","0.008246","","0.124886"
"7.11675","0.008308","","0.1248954"
"7.117","0.00837","4.508","0.1249048"
"7.11725","0.00837","","0.1249143"
"7.1175","0.00837","","0.1249237"
"7.11775","0.00837","","0.1249331"
"7.118","0.00837","4.508","0.1249426"
"7.11825","0.008308","","0.1249519"
"7.1185","0.008246","","0.1249612"
"7.11875","0.008184","","0.1249705"
"7.119","0.008122","4.508","0.1249796"
"7.11925","0.0081015","","0.1249887"
"7.1195","0.008081","","0.1249978"
"7.11975","0.0080605","","0.1250069"
"7.12","0.00804","4.508","0.125016"
"7.12025","0.00804","","0.1250251"
"7.1205","0.00804","","0.1250341"
"7.12075","0.00804","","0.1250432"
"7.121","0.00804","4.508","0.1250522"
"7.12125","0.00801925","","0.1250613"
"7.1215","0.0079985","","0.1250703"
"7.12175","0.00797775","","0.1250793"
"7.122","0.007957","4.508","0.1250882"
"7.12225","0.007957","","0.1250972"
"7.1225","0.007957","","0.1251062"
"7.12275","0.007957","","0.1251151"
"7.123","0.007957","4.508","0.1251241"
"7.12325","0.00797775","","0.1251331"
"7.1235","0.0079985","","0.1251421"
"7.12375","0.00801925","","0.1251512"
"7.124","0.00804","4.508","0.1251602"
"7.12425","0.00804","","0.1251693"
"7.1245","0.00804","","0.1251783"
"7.12475","0.00804","","0.1251874"
"7.125","0.00804","4.507","0.1251965"
"7.12525","0.008143","","0.1252056"
"7.1255","0.008246","","0.1252149"
"7.12575","0.008349","","0.1252243"
"7.126","0.008452","4.508","0.1252339"
"7.12625","0.008514","","0.1252435"
"7.1265","0.008576","","0.1252531"
"7.12675","0.008638","","0.1252628"
"7.127","0.0087","4.507","0.1252727"
"7.12725","0.0087205","","0.1252825"
"7.1275","0.008741","","0.1252923"
"7.12775","0.0087615","","0.1253022"
"7.128","0.008782","4.508","0.1253121"
"7.12825","0.008617","","0.1253218"
"7.1285","0.008452","","0.1253313"
"7.12875","0.008287","","0.1253407"
"7.129","0.008122","4.508","0.1253498"
"7.12925","0.008122","","0.125359"
"7.1295","0.008122","","0.1253681"
"7.12975","0.008122","","0.1253773"
"7.13","0.008122","4.508","0.1253864"
"7.13025","0.008122","","0.1253956"
"7.1305","0.008122","","0.1254048"
"7.13075","0.008122","","0.1254139"
"7.131","0.008122","4.508","0.1254231"
"7.13125","0.00814275","","0.1254322"
"7.1315","0.0081635","","0.1254414"
"7.13175","0.00818425","","0.1254507"
"7.132","0.008205","4.508","0.1254599"
"7.13225","0.008205","","0.1254692"
"7.1325","0.008205","","0.1254784"
"7.13275","0.008205","","0.1254876"
"7.133","0.008205","4.508","0.1254969"
"7.13325","0.00818425","","0.1255061"
"7.1335","0.0081635","","0.1255153"
"7.13375","0.00814275","","0.1255245"
"7.134","0.008122","4.508","0.1255337"
"7.13425","0.0081015","","0.1255428"
"7.1345","0.008081","","0.1255519"
"7.13475","0.0080605","","0.125561"
"7.135","0.00804","4.507","0.12557"
"7.13525","0.0080605","","0.1255791"
"7.1355","0.008081","","0.1255882"
"7.13575","0.0081015","","0.1255973"
"7.136","0.008122","4.508","0.1256065"
"7.13625","0.0081015","","0.1256156"
"7.1365","0.008081","","0.1256247"
"7.13675","0.0080605","","0.1256338"
"7.137","0.00804","4.508","0.1256429"
"7.13725","0.00771","","0.1256516"
"7.1375","0.00738","","0.1256599"
"7.13775","0.00705","","0.1256678"
"7.138","0.00672","4.508","0.1256754"
"7.13825","0.00669925","","0.125683"
"7.1385","0.0066785","","0.1256905"
"7.13875","0.00665775","","0.125698"
"7.139","0.006637","4.519","0.1257055"
"7.13925","0.00643075","","0.1257128"
"7.1395","0.0062245","","0.1257198"
"7.13975","0.00601825","","0.1257266"
"7.14","0.005812","4.509","0.1257331"
"7.14025","0.00599775","","0.1257398"
"7.1405","0.0061835","","0.1257468"
"7.14075","0.00636925","","0.1257539"
"7.141","0.006555","4.471","0.1257612"
"7.14125","0.00667875","","0.1257686"
"7.1415","0.0068025","","0.1257762"
"7.14175","0.00692625","","0.1257839"
"7.142","0.00705","4.444","0.1257917"
"7.14225","0.00768925","","0.1258003"
"7.1425","0.0083285","","0.1258095"
"7.14275","0.00896775","","0.1258195"
"7.143","0.009607","4.444","0.1258301"
"7.14325","0.009939463","","0.1258413"
"7.1435","0.009842949","","0.1258523"
"7.14375","0.009762711","","0.1258633"
"7.144","0.009736387","4.487","0.1258742"
"7.14425","0.00984579","","0.1258853"
"7.1445","0.009938021","","0.1258964"
"7.14475","0.01002612","","0.1259077"
"7.145","0.01009839","4.496","0.1259191"
"7.14525","0.01018919","","0.1259305"
"7.1455","0.01021648","","0.125942"
"7.14575","0.01024231","","0.1259535"
"7.146","0.01028303","4.488","0.125965"
"7.14625","0.01029977","","0.1259766"
"7.1465","0.01031652","","0.1259882"
"7.14675","0.01033326","","0.1259998"
"7.147","0.01035","4.494","0.1260114"
"7.14725","0.01125725","","0.1260241"
"7.1475","0.0121645","","0.1260378"
"7.14775","0.01307175","","0.1260525"
"7.148","0.013979","4.507","0.1260683"
"7.14825","0.015897","","0.1260862"
"7.1485","0.017815","","0.1261062"
"7.14875","0.019733","","0.1261285"
"7.149","0.021651","4.507","0.1261529"
"7.14925","0.02163025","","0.1261773"
"7.1495","0.0216095","","0.1262016"
"7.14975","0.02158875","","0.1262259"
"7.15","0.021568","4.508","0.1262502"
"7.15025","0.0215475","","0.1262745"
"7.1505","0.021527","","0.1262988"
"7.15075","0.0215065","","0.126323"
"7.151","0.021486","4.508","0.1263472"
"7.15125","0.02146525","","0.1263714"
"7.1515","0.0214445","","0.1263956"
"7.15175","0.02142375","","0.1264197"
"7.152","0.021403","4.508","0.1264439"
"7.15225","0.02090825","","0.1264674"
"7.1525","0.0204135","","0.1264904"
"7.15275","0.01991875","","0.1265129"
"7.153","0.019424","4.509","0.1265348"
"7.15325","0.019424","","0.1265567"
"7.1535","0.019424","","0.1265786"
"7.15375","0.019424","","0.1266005"
"7.154","0.019424","4.508","0.1266224"
"7.15425","0.01828975","","0.126643"
"7.1545","0.0171555","","0.1266623"
"7.15475","0.01602125","","0.1266804"
"7.155","0.014887","4.508","0.1266971"
"7.15525","0.0149075","","0.1267139"
"7.1555","0.014928","","0.1267308"
"7.15575","0.0149485","","0.1267476"
"7.156","0.014969","4.507","0.1267645"
"7.15625","0.014969","","0.1267813"
"7.1565","0.014969","","0.1267982"
"7.15675","0.014969","","0.1268151"
"7.157","0.014969","4.507","0.1268319"
"7.15725","0.014969","","0.1268488"
"7.1575","0.014969","","0.1268657"
"7.15775","0.014969","","0.1268825"
"7.158","0.014969","4.507","0.1268994"
"7.15825","0.0148865","","0.1269162"
"7.1585","0.014804","","0.1269328"
"7.15875","0.0147215","","0.1269494"
"7.159","0.014639","4.507","0.1269659"
"7.15925","0.01348425","","0.1269811"
"7.1595","0.0123295","","0.126995"
"7.15975","0.01117475","","0.1270076"
"7.16","0.01002","4.508","0.1270189"
"7.16025","0.0075245","","0.1270274"
"7.1605","0.005029","","0.1270331"
"7.16075","0.0025335","","0.1270359"
"7.161","3.8e-05","4.508","0.127036"
"7.16125","3.8e-05","","0.127036"
"7.1615","3.8e-05","","0.127036"
"7.16175","3.8e-05","","0.1270361"
"7.162","3.8e-05","4.508","0.1270361"
"7.16225","1.75e-05","","0.1270361"
"7.1625","-3e-06","","0.1270361"
"7.16275","-2.35e-05","","0.1270361"
"7.163","-4.4e-05","4.508","0.1270361"
"7.16325","-4.4e-05","","0.127036"
"7.1635","-4.4e-05","","0.127036"
"7.16375","-4.4e-05","","0.1270359"
"7.164","-4.4e-05","4.508","0.1270359"
"7.16425","-4.4e-05","","0.1270358"
"7.1645","-4.4e-05","","0.1270358"
"7.16475","-4.4e-05","","0.1270357"
"7.165","-4.4e-05","4.508","0.1270357"
"7.16525","-2.75e-06","","0.1270357"
"7.1655","3.85e-05","","0.1270357"
"7.16575","7.975e-05","","0.1270358"
"7.166","0.000121","4.508","0.1270359"
"7.16625","7.975e-05","","0.127036"
"7.1665","3.85e-05","","0.1270361"
"7.16675","-2.75e-06","","0.1270361"
"7.167","-4.4e-05","4.508","0.127036"
"7.16725","-2.35e-05","","0.127036"
"7.1675","-3e-06","","0.127036"
"7.16775","1.75e-05","","0.127036"
"7.168","3.8e-05","4.508","0.127036"
"7.16825","3.8e-05","","0.1270361"
"7.1685","3.8e-05","","0.1270361"
"7.16875","3.8e-05","","0.1270362"
"7.169","3.8e-05","4.508","0.1270362"
"7.16925","1.75e-05","","0.1270362"
"7.1695","-3e-06","","0.1270362"
"7.16975","-2.35e-05","","0.1270362"
"7.17","-4.4e-05","4.508","0.1270362"
"7.17025","-2.35e-05","","0.1270361"
"7.1705","-3e-06","","0.1270361"
"7.17075","1.75e-05","","0.1270362"
"7.171","3.8e-05","4.508","0.1270362"
"7.17125","3.8e-05","","0.1270362"
"7.1715","3.8e-05","","0.1270363"
"7.17175","3.8e-05","","0.1270363"
"7.172","3.8e-05","4.508","0.1270364"
"7.17225","1.75e-05","","0.1270364"
"7.1725","-3e-06","","0.1270364"
"7.17275","-2.35e-05","","0.1270364"
"7.173","-4.4e-05","4.508","0.1270363"
"7.17325","-4.4e-05","","0.1270363"
"7.1735","-4.4e-05","","0.1270362"
"7.17375","-4.4e-05","","0.1270362"
"7.174","-4.4e-05","4.508","0.1270361"
"7.17425","-4.4e-05","","0.1270361"
"7.1745","-4.4e-05","","0.127036"
"7.17475","-4.4e-05","","0.127036"
"7.175","-4.4e-05","4.508","0.1270359"
"7.17525","-2.35e-05","","0.1270359"
"7.1755","-3e-06","","0.1270359"
"7.17575","1.75e-05","","0.1270359"
"7.176","3.8e-05","4.509","0.1270359"
"7.17625","3.8e-05","","0.127036"
"7.1765","3.8e-05","","0.127036"
"7.17675","3.8e-05","","0.1270361"
"7.177","3.8e-05","4.508","0.1270361"
"7.17725","3.8e-05","","0.1270362"
"7.1775","3.8e-05","","0.1270362"
"7.17775","3.8e-05","","0.1270362"
"7.178","3.8e-05","4.508","0.1270363"
"7.17825","3.8e-05","","0.1270363"
"7.1785","3.8e-05","","0.1270364"
"7.17875","3.8e-05","","0.1270364"
"7.179","3.8e-05","4.508","0.1270365"
"7.17925","3.8e-05","","0.1270365"
"7.1795","3.8e-05","","0.1270365"
"7.17975","3.8e-05","","0.1270366"
"7.18","3.8e-05","4.526","0.1270366"
"7.18025","-0.000127","","0.1270365"
"7.1805","-0.000292","","0.1270362"
"7.18075","-0.000457","","0.1270356"
"7.181","-0.000622","4.508","0.1270349"
"7.18125","-0.000126709","","0.1270348"
"7.1815","2.915e-05","","0.1270348"
"7.18175","6.0409e-05","","0.1270349"
"7.182","5.9137e-05","4.508","0.127035"
"7.18225","3.7975e-05","","0.127035"
"7.1825","1.271e-05","","0.127035"
"7.18275","-6.117e-06","","0.127035"
"7.183","-1.1052e-05","4.508","0.127035"
"7.18325","9.122e-06","","0.127035"
"7.1835","2.1743e-05","","0.127035"
"7.18375","2.8479e-05","","0.1270351"
"7.184","2.7184e-05","4.508","0.1270351"
"7.18425","9.704e-06","","0.1270351"
"7.1845","1.328e-06","","0.1270351"
"7.18475","-3.763e-06","","0.1270351"
"7.185","-3.735e-06","4.508","0.1270351"
"7.18525","4.084e-06","","0.1270351"
"7.1855","8.026e-06","","0.1270351"
"7.18575","9.931e-06","","0.1270351"
"7.186","1.0446e-05","4.508","0.1270351"
"7.18625","5.785e-06","","0.1270351"
"7.1865","3.932e-06","","0.1270352"
"7.18675","3.356e-06","","0.1270352"
"7.187","3.469e-06","4.508","0.1270352"
"7.18725","6.14e-06","","0.1270352"
"7.1875","7.397e-06","","0.1270352"
"7.18775","7.676e-06","","0.1270352"
"7.188","7.648e-06","4.508","0.1270352"
"7.18825","6.376e-06","","0.1270352"
"7.1885","5.256e-06","","0.1270352"
"7.18875","4.93e-06","","0.1270352"
"7.189","5.346e-06","4.508","0.1270352"
"7.18925","5.308e-06","","0.1270352"
"7.1895","6.376e-06","","0.1270352"
"7.18975","5.96e-06","","0.1270352"
"7.19","5.823e-06","4.508","0.1270352"
"7.19025","5.686e-06","","0.1270352"
"7.1905","5.658e-06","","0.1270353"
"7.19075","5.62e-06","","0.1270353"
"7.191","5.459e-06","4.508","0.1270353"
"7.19125","5.596e-06","","0.1270353"
"7.1915","5.974e-06","","0.1270353"
"7.19175","6.05e-06","","0.1270353"
"7.192","5.61e-06","4.508","0.1270353"
"7.19225","5.506e-06","","0.1270353"
"7.1925","5.672e-06","","0.1270353"
"7.19275","5.71e-06","","0.1270353"
"7.193","5.951e-06","4.508","0.1270353"
"7.19325","5.445e-06","","0.1270353"
"7.1935","5.506e-06","","0.1270353"
"7.19375","5.771e-06","","0.1270353"
"7.194","5.421e-06","4.508","0.1270353"
"7.19425","5.459e-06","","0.1270354"
"7.1945","5.988e-06","","0.1270354"
"7.19475","5.875e-06","","0.1270354"
"7.195","5.861e-06","4.508","0.1270354"
"7.19525","5.497e-06","","0.1270354"
"7.1955","5.218e-06","","0.1270354"
"7.19575","5.648e-06","","0.1270354"
"7.196","5.558e-06","4.508","0.1270354"
"7.19625","5.346e-06","","0.1270354"
"7.1965","5.294e-06","","0.1270354"
"7.19675","5.308e-06","","0.1270354"
"7.197","5.445e-06","4.508","0.1270354"
"7.19725","5.119e-06","","0.1270354"
"7.1975","5.52e-06","","0.1270354"
"7.19775","5.18e-06","","0.1270354"
"7.198","5.308e-06","4.508","0.1270354"
"7.19825","5.483e-06","","0.1270354"
"7.1985","5.317e-06","","0.1270355"
"7.19875","5.27e-06","","0.1270355"
"7.199","5.445e-06","4.508","0.1270355"
"7.19925","5.204e-06","","0.1270355"
"7.1995","5.294e-06","","0.1270355"
"7.19975","5.242e-06","","0.1270355"
"7.2","5.535e-06","4.508","0.1270355"
"7.20025","5.686e-06","","0.1270355"
"7.2005","5.483e-06","","0.1270355"
"7.20075","5.346e-06","","0.1270355"
"7.201","5.483e-06","4.508","0.1270355"
"7.20125","5.672e-06","","0.1270355"
"7.2015","5.544e-06","","0.1270355"
"7.20175","5.497e-06","","0.1270355"
"7.202","5.459e-06","4.507","0.1270355"
"7.20225","5.119e-06","","0.1270355"
"7.2025","5.558e-06","","0.1270356"
"7.20275","5.232e-06","","0.1270356"
"7.203","5.317e-06","4.508","0.1270356"
"7.20325","5.544e-06","","0.1270356"
"7.2035","5.279e-06","","0.1270356"
"7.20375","5.331e-06","","0.1270356"
"7.204","5.308e-06","4.508","0.1270356"
"7.20425","5.157e-06","","0.1270356"
"7.2045","5.544e-06","","0.1270356"
"7.20475","5.204e-06","","0.1270356"
"7.205","5.346e-06","4.508","0.1270356"
"7.20525","5.445e-06","","0.1270356"
"7.2055","5.27e-06","","0.1270356"
"7.20575","5.166e-06","","0.1270356"
"7.206","5.194e-06","4.508","0.1270356"
"7.20625","5.431e-06","","0.1270356"
"7.2065","5.355e-06","","0.1270356"
"7.20675","5.18e-06","","0.1270357"
"7.207","4.93e-06","4.508","0.1270357"
"7.20725","5.369e-06","","0.1270357"
"7.2075","5.369e-06","","0.1270357"
"7.20775","5.194e-06","","0.1270357"
"7.208","5.218e-06","4.508","0.1270357"
"7.20825","5.346e-06","","0.1270357"
"7.2085","5.218e-06","","0.1270357"
"7.20875","5.383e-06","","0.1270357"
"7.209","5.369e-06","4.508","0.1270357"
"7.20925","5.672e-06","","0.1270357"
"7.2095","5.256e-06","","0.1270357"
"7.20975","5.081e-06","","0.1270357"
"7.21","4.854e-06","4.508","0.1270357"
"7.21025","5.445e-06","","0.1270357"
"7.2105","5.081e-06","","0.1270357"
"7.21075","5.346e-06","","0.1270357"
"7.211","5.119e-06","4.508","0.1270358"
"7.21125","5.218e-06","","0.1270358"
"7.2115","5.232e-06","","0.1270358"
"7.21175","5.128e-06","","0.1270358"
"7.212","4.816e-06","4.508","0.1270358"
"7.21225","4.854e-06","","0.1270358"
"7.2125","5.166e-06","","0.1270358"
"7.21275","5.331e-06","","0.1270358"
"7.213","5.393e-06","4.508","0.1270358"
"7.21325","5.232e-06","","0.1270358"
"7.2135","5.194e-06","","0.1270358"
"7.21375","5.029e-06","","0.1270358"
"7.214","4.788e-06","4.508","0.1270358"
"7.21425","5.317e-06","","0.1270358"
"7.2145","5.506e-06","","0.1270358"
"7.21475","5.142e-06","","0.1270358"
"7.215","5.232e-06","4.508","0.1270358"
"7.21525","5.043e-06","","0.1270359"
"7.2155","5.232e-06","","0.1270359"
"7.21575","5.142e-06","","0.1270359"
"7.216","5.067e-06","4.508","0.1270359"
"7.21625","5.204e-06","","0.1270359"
"7.2165","5.015e-06","","0.1270359"
"7.21675","5.232e-06","","0.1270359"
"7.217","5.232e-06","4.508","0.1270359"
"7.21725","5.067e-06","","0.1270359"
"7.2175","5.166e-06","","0.1270359"
"7.21775","5.194e-06","","0.1270359"
"7.218","5.317e-06","4.508","0.1270359"
"7.21825","5.544e-06","","0.1270359"
"7.2185","4.863e-06","","0.1270359"
"7.21875","5.232e-06","","0.1270359"
"7.219","5.029e-06","4.507","0.1270359"
"7.21925","4.84e-06","","0.1270359"
"7.2195","5.053e-06","","0.127036"
"7.21975","5.09e-06","","0.127036"
"7.22","5.166e-06","4.508","0.127036"
"7.22025","5.256e-06","","0.127036"
"7.2205","5.157e-06","","0.127036"
"7.22075","5.18e-06","","0.127036"
"7.221","4.863e-06","4.508","0.127036"
"7.22125","4.826e-06","","0.127036"
"7.2215","5.015e-06","","0.127036"
"7.22175","4.915e-06","","0.127036"
"7.222","5.18e-06","4.508","0.127036"
"7.22225","5.355e-06","","0.127036"
"7.2225","5.09e-06","","0.127036"
"7.22275","5.043e-06","","0.127036"
"7.223","5.067e-06","4.508","0.127036"
"7.22325","5.067e-06","","0.127036"
"7.2235","4.826e-06","","0.127036"
"7.22375","5.067e-06","","0.127036"
"7.224","4.84e-06","4.508","0.1270361"
"7.22425","5.067e-06","","0.1270361"
"7.2245","5.369e-06","","0.1270361"
"7.22475","5.194e-06","","0.1270361"
"7.225","5.506e-06","4.507","0.1270361"
"7.22525","4.967e-06","","0.1270361"
"7.2255","5.081e-06","","0.1270361"
"7.22575","5.015e-06","","0.1270361"
"7.226","5.204e-06","4.508","0.1270361"
"7.22625","5.346e-06","","0.1270361"
"7.2265","4.953e-06","","0.1270361"
"7.22675","5.27e-06","","0.1270361"
"7.227","5.294e-06","4.507","0.1270361"
"7.22725","5.459e-06","","0.1270361"
"7.2275","5.242e-06","","0.1270361"
"7.22775","5.067e-06","","0.1270361"
"7.228","5.294e-06","4.508","0.1270361"
"7.22825","5.294e-06","","0.1270362"
"7.2285","4.75e-06","","0.1270362"
"7.22875","5.506e-06","","0.1270362"
"7.229","5.015e-06","4.508","0.1270362"
"7.22925","4.741e-06","","0.1270362"
"7.2295","5.029e-06","","0.1270362"
"7.22975","4.816e-06","","0.1270362"
"7.23","5.09e-06","4.507","0.1270362"
"7.23025","4.863e-06","","0.1270362"
"7.2305","5.308e-06","","0.1270362"
"7.23075","5.029e-06","","0.1270362"
"7.231","5.483e-06","4.507","0.1270362"
"7.23125","5.535e-06","","0.1270362"
"7.2315","4.977e-06","","0.1270362"
"7.23175","4.977e-06","","0.1270362"
"7.232","4.689e-06","4.507","0.1270362"
"7.23225","5.09e-06","","0.1270362"
"7.2325","5.166e-06","","0.1270363"
"7.23275","5.294e-06","","0.1270363"
"7.233","5.331e-06","4.507","0.1270363"
"7.23325","4.967e-06","","0.1270363"
"7.2335","5.053e-06","","0.1270363"
"7.23375","5.081e-06","","0.1270363"
"7.234","4.991e-06","4.507","0.1270363"
"7.23425","5.157e-06","","0.1270363"
"7.2345","5.166e-06","","0.1270363"
"7.23475","4.84e-06","","0.1270363"
"7.235","5.194e-06","4.508","0.1270363"
"7.23525","5.166e-06","","0.1270363"
"7.2355","4.854e-06","","0.1270363"
"7.23575","5.204e-06","","0.1270363"
"7.236","5.204e-06","4.508","0.1270363"
"7.23625","5.27e-06","","0.1270363"
"7.2365","5.067e-06","","0.1270363"
"7.23675","5.128e-06","","0.1270363"
"7.237","5.067e-06","4.507","0.1270364"
"7.23725","4.703e-06","","0.1270364"
"7.2375","5.204e-06","","0.1270364"
"7.23775","4.967e-06","","0.1270364"
"7.238","4.764e-06","4.507","0.1270364"
"7.23825","4.816e-06","","0.1270364"
"7.2385","4.816e-06","","0.1270364"
"7.23875","4.93e-06","","0.1270364"
"7.239","5.18e-06","4.508","0.1270364"
"7.23925","4.854e-06","","0.1270364"
"7.2395","5.043e-06","","0.1270364"
"7.23975","5.157e-06","","0.1270364"
"7.24","4.863e-06","4.507","0.1270364"
"7.24025","4.892e-06","","0.1270364"
"7.2405","5.242e-06","","0.1270364"
"7.24075","4.854e-06","","0.1270364"
"7.241","4.802e-06","4.508","0.1270364"
"7.24125","4.826e-06","","0.1270364"
"7.2415","5.431e-06","","0.1270365"
"7.24175","5.166e-06","","0.1270365"
"7.242","4.892e-06","4.507","0.1270365"
"7.24225","4.991e-06","","0.1270365"
"7.2425","4.878e-06","","0.1270365"
"7.24275","4.93e-06","","0.1270365"
"7.243","5.204e-06","4.508","0.1270365"
"7.24325","5.142e-06","","0.1270365"
"7.2435","5.204e-06","","0.1270365"
"7.24375","4.816e-06","","0.1270365"
"7.244","5.09e-06","4.508","0.1270365"
"7.24425","5.279e-06","","0.1270365"
"7.2445","5.27e-06","","0.1270365"
"7.24475","5.18e-06","","0.1270365"
"7.245","5.331e-06","4.508","0.1270365"
"7.24525","5.317e-06","","0.1270365"
"7.2455","5.346e-06","","0.1270365"
"7.24575","4.878e-06","","0.1270366"
"7.246","5.142e-06","4.508","0.1270366"
"7.24625","5.005e-06","","0.1270366"
"7.2465","5.142e-06","","0.1270366"
"7.24675","5.194e-06","","0.1270366"
"7.247","5.043e-06","4.508","0.1270366"
"7.24725","4.967e-06","","0.1270366"
"7.2475","5.459e-06","","0.1270366"
"7.24775","4.915e-06","","0.1270366"
"7.248","4.915e-06","4.508","0.1270366"
"7.24825","5.015e-06","","0.1270366"
"7.2485","5.053e-06","","0.1270366"
"7.24875","5.256e-06","","0.1270366"
"7.249","5.105e-06","4.508","0.1270366"
"7.24925","4.878e-06","","0.1270366"
"7.2495","5.242e-06","","0.1270366"
"7.24975","4.991e-06","","0.1270366"
"7.25","5.09e-06","4.508","0.1270367"
"7.25025","4.863e-06","","0.1270367"
"7.2505","4.93e-06","","0.1270367"
"7.25075","5.015e-06","","0.1270367"
"7.251","4.788e-06","4.508","0.1270367"
"7.25125","5.157e-06","","0.1270367"
"7.2515","4.878e-06","","0.1270367"
"7.25175","5.005e-06","","0.1270367"
"7.252","5.119e-06","4.508","0.1270367"
"7.25225","4.93e-06","","0.1270367"
"7.2525","5.081e-06","","0.1270367"
"7.25275","4.901e-06","","0.1270367"
"7.253","5.317e-06","4.508","0.1270367"
"7.25325","5.105e-06","","0.1270367"
"7.2535","5.369e-06","","0.1270367"
"7.25375","5.317e-06","","0.1270367"
"7.254","5.242e-06","4.508","0.1270367"
"7.25425","5.067e-06","","0.1270367"
"7.2545","5.029e-06","","0.1270368"
"7.25475","5.029e-06","","0.1270368"
"7.255","5.166e-06","4.507","0.1270368"
"7.25525","4.915e-06","","0.1270368"
"7.2555","4.901e-06","","0.1270368"
"7.25575","5.194e-06","","0.1270368"
"7.256","4.712e-06","4.508","0.1270368"
"7.25625","4.826e-06","","0.1270368"
"7.2565","5.029e-06","","0.1270368"
"7.25675","4.802e-06","","0.1270368"
"7.257","4.892e-06","4.508","0.1270368"
"7.25725","4.726e-06","","0.1270368"
"7.2575","4.991e-06","","0.1270368"
"7.25775","4.689e-06","","0.1270368"
"7.258","4.741e-06","4.508","0.1270368"
"7.25825","4.84e-06","","0.1270368"
"7.2585","4.939e-06","","0.1270368"
"7.25875","5.119e-06","","0.1270368"
"7.259","4.977e-06","4.508","0.1270369"
"7.25925","5.015e-06","","0.1270369"
"7.2595","5.232e-06","","0.1270369"
"7.25975","5.09e-06","","0.1270369"
"7.26","5.029e-06","4.508","0.1270369"
"7.26025","5.015e-06","","0.1270369"
"7.2605","4.915e-06","","0.1270369"
"7.26075","4.915e-06","","0.1270369"
"7.261","4.712e-06","4.508","0.1270369"
"7.26125","5.005e-06","","0.1270369"
"7.2615","5.081e-06","","0.1270369"
"7.26175","5.105e-06","","0.1270369"
"7.262","4.93e-06","4.508","0.1270369"
"7.26225","5.053e-06","","0.1270369"
"7.2625","5.081e-06","","0.1270369"
"7.26275","4.826e-06","","0.1270369"
"7.263","4.703e-06","4.508","0.1270369"
"7.26325","5.005e-06","","0.1270369"
"7.2635","5.142e-06","","0.127037"
"7.26375","4.991e-06","","0.127037"
"7.264","5.166e-06","4.508","0.127037"
"7.26425","4.967e-06","","0.127037"
"7.2645","5.18e-06","","0.127037"
"7.26475","5.005e-06","","0.127037"
"7.265","4.878e-06","4.508","0.127037"
"7.26525","5.067e-06","","0.127037"
"7.2655","5.157e-06","","0.127037"
"7.26575","4.93e-06","","0.127037"
"7.266","5.128e-06","4.508","0.127037"
"7.26625","5.166e-06","","0.127037"
"7.2665","4.892e-06","","0.127037"
"7.26675","5.043e-06","","0.127037"
"7.267","5.18e-06","4.508","0.127037"
"7.26725","4.84e-06","","0.127037"
"7.2675","4.93e-06","","0.127037"
"7.26775","4.764e-06","","0.1270371"
"7.268","4.892e-06","4.508","0.1270371"
"7.26825","5.232e-06","","0.1270371"
"7.2685","5.407e-06","","0.1270371"
"7.26875","5.015e-06","","0.1270371"
"7.269","5.218e-06","4.508","0.1270371"
"7.26925","5.067e-06","","0.1270371"
"7.2695","5.043e-06","","0.1270371"
"7.26975","4.863e-06","","0.1270371"
"7.27","5.294e-06","4.508","0.1270371"
"7.27025","5.346e-06","","0.1270371"
"7.2705","4.878e-06","","0.1270371"
"7.27075","4.802e-06","","0.1270371"
"7.271","5.029e-06","4.508","0.1270371"
"7.27125","4.939e-06","","0.1270371"
"7.2715","4.84e-06","","0.1270371"
"7.27175","5.081e-06","","0.1270371"
"7.272","5.166e-06","4.508","0.1270371"
"7.27225","5.105e-06","","0.1270372"
"7.2725","4.991e-06","","0.1270372"
"7.27275","4.84e-06","","0.1270372"
"7.273","5.09e-06","4.508","0.1270372"
"7.27325","4.75e-06","","0.1270372"
"7.2735","4.627e-06","","0.1270372"
"7.27375","5.119e-06","","0.1270372"
"7.274","5.232e-06","4.508","0.1270372"
"7.27425","4.977e-06","","0.1270372"
"7.2745","5.128e-06","","0.1270372"
"7.27475","4.826e-06","","0.1270372"
"7.275","4.854e-06","4.508","0.1270372"
"7.27525","4.953e-06","","0.1270372"
"7.2755","5.142e-06","","0.1270372"
"7.27575","5.005e-06","","0.1270372"
"7.276","5.043e-06","4.508","0.1270372"
"7.27625","5.142e-06","","0.1270372"
"7.2765","5.053e-06","","0.1270372"
"7.27675","4.84e-06","","0.1270373"
"7.277","4.892e-06","4.507","0.1270373"
"7.27725","5.142e-06","","0.1270373"
"7.2775","4.991e-06","","0.1270373"
"7.27775","4.726e-06","","0.1270373"
"7.278","4.674e-06","4.508","0.1270373"
"7.27825","5.029e-06","","0.1270373"
"7.2785","5.445e-06","","0.1270373"
"7.27875","5.18e-06","","0.1270373"
"7.279","5.369e-06","4.508","0.1270373"
"7.27925","4.537e-06","","0.1270373"
"7.2795","4.977e-06","","0.1270373"
"7.27975","4.863e-06","","0.1270373"
"7.28","5.105e-06","4.508","0.1270373"
"7.28025","5.081e-06","","0.1270373"
"7.2805","4.778e-06","","0.1270373"
"7.28075","5.142e-06","","0.1270373"
"7.281","5.067e-06","4.508","0.1270374"
"7.28125","5.194e-06","","0.1270374"
"7.2815","4.826e-06","","0.1270374"
"7.28175","5.142e-06","","0.1270374"
"7.282","5.029e-06","4.508","0.1270374"
